,Tweet,Processed_Tweets,Polarity,Sentiment
147,"06 days to go and we will have our HP Sprocket Portable Instant Photo Printer winner for this month's giveaway!

Who will be the lucky winner? Maybe it's your lucky month.
Note: Any entries from this post are not counted. Look for the original post and follow the instruction. https://t.co/gxNIWyFa1j",daystogoandwewillhaveourhpsprocketportableinstantphotoprinterwinnerforthismonthsgiveawaywhowillbetheluckywinnermaybeitsyourluckymonthnoteanyentriesfromthispostarenotcountedlookfortheoriginalpostandfollowtheinstruction,0.0,Neutral
148,"@crimchilds This is far from an ideal situation. I'd request you to click on this link: https://t.co/S01lx9mi8c and set up Wifi Direct on your printer. This should reduce your efforts to print and scan.
Regards,
HP Support https://t.co/a2xkfCK3U9",thisisfarfromanidealsituationidrequestyoutoclickonthislinkandsetupwifidirectonyourprinterthisshouldreduceyoureffortstoprintandscanregardshpsupport,0.0,Neutral
149,"The AZ-900 passed with an 850 score. This is excellent news for the HP Scanjet 8500 Series users, as it means that this printer is able to produce high-quality documents at a fast pace.",theazpassedwithanscorethisisexcellentnewsforthehpscanjetseriesusersasitmeansthatthisprinterisabletoproducehighqualitydocumentsatafastpace,0.0,Neutral
150,"HP OfficeJet Pro Premier All-in-One Wireless Printer - includes 2 Years of Ink Delivered, plus Smart Tasks Smart Office Productivity, Works with Alexa (1KR54A) https://t.co/Q2CDy5jNF8",hpofficejetpropremierallinonewirelessprinterincludesyearsofinkdeliveredplussmarttaskssmartofficeproductivityworkswithalexakra,0.0,Neutral
151,"parts-quick HP Q2628A Q7720A 512MB 100 pin DDR SDRAM DIMM for HP Laserjet 4250 4250n 4250tn 4250dtn 4250dtnsl Printer Memory QT5DAKX

https://t.co/GA9fd0Uy0S",partsquickhpqaqambpinddrsdramdimmforhplaserjetntndtndtnslprintermemoryqtdakx,0.0,Neutral
152,@ruffydfire I'm selling different kinds of HP UK used printer @ avoidable price and I also do repairs https://t.co/v2Crc2rMoU,imsellingdifferentkindsofhpukusedprinteravoidablepriceandialsodorepairs,0.0,Neutral
153,"@incorrect_buck You can. There are a few printers on the market. HP, Polaroid. Etc",buckyoucanthereareafewprintersonthemarkethppolaroidetc,0.0,Neutral
154,@adamellifluous @tanyakanrl Cache nya sering aku bersihin sih tapi pake apk ketiga gk dari hp nya lgs terus juga apk nya udh banyak yg ku uninstal tapi ni udh mayan better sih. Kalo ceket pas buka ig sama crhome aja sekarang 😭😭😭 makasih nder https://t.co/rvLvHkqRY3,cachenyaseringakubersihinsihtapipakeapkketigagkdarihpnyalgsterusjugaapknyaudhbanyakygkuuninstaltapiniudhmayanbettersihkaloceketpasbukaigsamacrhomeajasekarang😭😭makasihnder,0.0,Neutral
155,"HP Designjet T1700 44 inch 

Confidently take CAD, GIS colour reproduction to the next level with a 44-in (1118 mm) printer that delivers powerful security features, high productivity on even the most complex files with the Adobe P…https://t.co/ORmGgdFEBq https://t.co/0zQ2vlaDEg",hpdesignjettinchconfidentlytakecadgiscolourreproductiontothenextlevelwithainmmprinterthatdeliverspowerfulsecurityfeatureshighproductivityoneventhemostcomplexfileswiththeadobep…,0.0,Neutral
156,HP Photosmart C4580 All-in-One Printer https://t.co/UhHqbN023U,hpphotosmartcallinoneprinter,0.0,Neutral
157,@SaltWita It's just a normal HP laptop on top of the printer. That's a 32 inch Onn Roku TV on the wall. Then my main TV is a 50 inch LG UHD webOS smart TV.,itsjustanormalhplaptopontopoftheprinterthatsainchonnrokutvonthewallthenmymaintvisainchlguhdwebossmarttv,0.0,Neutral
158,"GPC Image Compatible Toner Cartridge Replacement for HP 410A CF410A CF411A CF412A CF413A Compatible with Laserjet Pro MFP M477fdw M477fdn M477fnw Pro M452dn M452nw M452dw Printer (4 Pack)
https://t.co/1LOwF6SoNi https://t.co/mfjdtTMBIA",gpcimagecompatibletonercartridgereplacementforhpacfacfacfacfacompatiblewithlaserjetpromfpmfdwmfdnmfnwpromdnmnwmdwprinterpack,0.0,Neutral
159,HP Q2439B Duplexer for HP LaserJet 4200and4300 Printer Series https://t.co/dnRUFazYH5,hpqbduplexerforhplaserjetandprinterseries,0.0,Neutral
160,"@ChrisJBakke GPT-10: tries to print something, can’t debug or fix an HP printer, gets frustrated and creates is own suicide-virus that end with… Goodbye World",gpttriestoprintsomethingcan’tdebugorfixanhpprintergetsfrustratedandcreatesisownsuicidevirusthatendwithgoodbyeworld,0.0,Neutral
161,"🔥44% Price Drop – $139.99 HP OfficeJet Pro Wireless Color All-in-One Printer!!

https://t.co/ueAwWqN3wv https://t.co/n8Dev6I1u7",🔥pricedrophpofficejetprowirelesscolorallinoneprinter,0.0,Neutral
162,"Comp Bind Technology Dust Cover Compatible with HP Envy Pro 6455 All-in-One Printer, Black Nylon and Waterproof Cover Dimensi W3YCWOX

https://t.co/YUlcWvH77T",compbindtechnologydustcovercompatiblewithhpenvyproallinoneprinterblacknylonandwaterproofcoverdimensiwycwox,0.0,Neutral
163,Just found out today we have to pay per page if we want to print more than a 15 page document because HP is now a printer ink subscription service company instead of a printer company and we don't buy the subscription,justfoundouttodaywehavetopayperpageifwewanttoprintmorethanapagedocumentbecausehpisnowaprinterinksubscriptionservicecompanyinsteadofaprintercompanyandwedontbuythesubscription,0.0,Neutral
164,"Like It👍 from Computers &amp; Accessories in Amazon

HP 67 Black/Tri-color Ink Cartridges (2…

Original HP Ink is engineered to work with HP printers to provide consistent qu…

https://t.co/jlFQHhqOuj",likeitfromcomputersampaccessoriesinamazonhpblacktricolorinkcartridges…originalhpinkisengineeredtoworkwithhpprinterstoprovideconsistentqu…,0.0,Neutral
165,Best Hp Color Printers Reviews 2023 by Expert Comparisons https://t.co/byog4bL9fK #besthometheaterreviews,besthpcolorprintersreviewsbyexpertcomparisons,0.0,Neutral
166,"@evanchooly @HP I have a 10-year-old laser printer, totally worth the money",ihaveayearoldlaserprintertotallyworththemoney,0.0,Neutral
167,"Check out what I'm selling: New Office HP Printer Ink Cartridges: Get up to $30 off* when you use my code QNDYXH to sign up for Mercari. *Terms apply #mercari 
https://t.co/yiK2zCS7en",checkoutwhatimsellingnewofficehpprinterinkcartridgesgetuptooffwhenyouusemycodeqndyxhtosignupformercaritermsapply,0.0,Neutral
168,"@rishibagree The document is a printed one, at that time there was no printer no hp brother sorry brother no dice it was hand written",thedocumentisaprintedoneatthattimetherewasnoprinternohpbrothersorrybrothernodiceitwashandwritten,0.0,Neutral
169,"PICKUP ONLY! HP DesignJet T630 36"" Large Format Wireless Plotter Printer 5HB11A https://t.co/h5l465AwNd eBay https://t.co/TWhdZATxz1",pickuponlyhpdesignjettlargeformatwirelessplotterprinterhbaebay,0.0,Neutral
170,"@Brother_UK I have had Dell, HP, Kyocera, Canon and Samsung printers. Paper feed problems,  toner problems etc.

Now I have all in all four Brother printers.  Two black &amp; white and two colour lasers. The oldest one is over 10 year old. Not a single fault.

And no, this is not a paid ad!",ukihavehaddellhpkyoceracanonandsamsungprinterspaperfeedproblemstonerproblemsetcnowihaveallinallfourbrotherprinterstwoblackampwhiteandtwocolourlaserstheoldestoneisoveryearoldnotasinglefaultandnothisisnotapaidad,0.0,Neutral
171,"HP Printer Not Printing Color

https://t.co/NLgV1lfv3N

#Technology #ColorPrinting #HPPrinter #Printing",hpprinternotprintingcolor,0.0,Neutral
172,@202FSUNole They probably work as well as HP printers too.,theyprobablyworkaswellashpprinterstoo,0.0,Neutral
173,@ChaosRogue Hes running it like a subscription service like HP selling printer cartridges,hesrunningitlikeasubscriptionservicelikehpsellingprintercartridges,0.0,Neutral
174,HP 682 Colour Cartridge https://t.co/S4ZgD2WAge,hpcolourcartridge,0.0,Neutral
175,"• HP Printer Mini Murah Meriah !

Link Shopee: https://t.co/c73kM5paPw https://t.co/z12jN2ymnf",hpprinterminimurahmeriahlinkshopee,0.0,Neutral
176,HP OfficeJet Pro 9018e Wireless Color All-in-One Printer with Bonus 6 Months Instant Ink with HP+ (1G5L5A) $139.99  https://t.co/1WPz28t69B https://t.co/J23BJcBorb,hpofficejetproewirelesscolorallinoneprinterwithbonusmonthsinstantinkwithhpgla,0.0,Neutral
177,@evanchooly @HP I’d never buy HP printers. Very happy with my Brother laser printer however.,’dneverbuyhpprintersveryhappywithmybrotherlaserprinterhowever,0.0,Neutral
178,"VICTONER 414X 414A Toner Cartridges High Yield 4 Pack (with Chip) Compatible Replacement for HP 414X 414A W2020X for HP Color Pro MFP M479fdw M454dw M479fdn M454dn Printer (Black Cyan Magenta Yellow)
https://t.co/4LzP4PcP5E https://t.co/r00gxBW5x9",victonerxatonercartridgeshighyieldpackwithchipcompatiblereplacementforhpxawxforhpcolorpromfpmfdwmdwmfdnmdnprinterblackcyanmagentayellow,0.0,Neutral
179,"@PJatPureInHeart Hey Paulette, Welcome to HP. I understand that you are facing a paper jam concern on your HP printer.

Please drop us a DM using the link and we will assist you with this concern.

Regards,
HP Support",heypaulettewelcometohpiunderstandthatyouarefacingapaperjamconcernonyourhpprinterpleasedropusadmusingthelinkandwewillassistyouwiththisconcernregardshpsupport,0.0,Neutral
180,NEW HP LaserJet Pro M102w Printer Wireless G3Q35 - 00903 https://t.co/eB3ervqxYA eBay https://t.co/su7p5aQVfH,newhplaserjetpromwprinterwirelessgqebay,0.0,Neutral
181,"GPC Image Compatible Ink Cartridge Replacement for HP 902XL 902 Ink Cartridges to use with Officejet 6978 6968 6962 6958 6970 6950 6960 Printer Tray (Black, Cyan, Magenta, Yellow, 4 Pack)
https://t.co/5uS5hQ2nVf https://t.co/nkVTvYKevA",gpcimagecompatibleinkcartridgereplacementforhpxlinkcartridgestousewithofficejetprintertrayblackcyanmagentayellowpack,0.0,Neutral
182,Another @hp printer that has lasted all of one year. Onto a new brand. I won’t miss the cumbersome wireless setup and the unreliable app. 🗑️🗑️🗑️,anotherprinterthathaslastedallofoneyearontoanewbrandiwon’tmissthecumbersomewirelesssetupandtheunreliableapp🗑️🗑️🗑️,0.0,Neutral
183,"I have an ink subscription via @hp. my printer was leaving large white gaps in the printout. also, my CC renewed and I had to update my billing info with HP. Once I did that, those white lines stopped. coincidence? I think not. when this printer dies, my next will not be an HP.",ihaveaninksubscriptionviamyprinterwasleavinglargewhitegapsintheprintoutalsomyccrenewedandihadtoupdatemybillinginfowithhponceididthatthosewhitelinesstoppedcoincidenceithinknotwhenthisprinterdiesmynextwillnotbeanhp,0.0,Neutral
184,"HP CE977A Fuser Kit 110V for Laserjet CP5525, M750 Printers https://t.co/mRDFVCh65N",hpceafuserkitvforlaserjetcpmprinters,0.0,Neutral
185,@atomicthumbs @vehiclefan53 It's really hit or miss depending on the printer.  Certain models they used the same cartridge for like a decade... My parents retired one they couldn't get ink anymore easily but I have a photo smart that is 20 years old and takes HP 56/57 readily available.,itsreallyhitormissdependingontheprintercertainmodelstheyusedthesamecartridgeforlikeadecademyparentsretiredonetheycouldntgetinkanymoreeasilybutihaveaphotosmartthatisyearsoldandtakeshpreadilyavailable,0.0,Neutral
188,"HP to Raise Printer Prices Claims China Clones and Reman’s are Hurting Sales. 50,000 Fake Online Listings Taken Down.
HP to Drop Cheap Razorblade Model For Printers, Claims China Clones and Reman’s are Hurting Sales.
https://t.co/rIbTglUMFr
https://t.co/a9jan16EgE
#toner… https://t.co/Pqiwll9Cfl",hptoraiseprinterpricesclaimschinaclonesandreman’sarehurtingsalesfakeonlinelistingstakendownhptodropcheaprazorblademodelforprintersclaimschinaclonesandreman’sarehurtingsales,0.0,Neutral
191,"@meldrumjambo Hello, Welcome to HP!

I understand your printer is not recognized when you send a print job from your phone or laptop. Not to worry! We'd be happy to help! Please drop us a Direct message using the link and we will get this sorted for you.
 
Regards,
HP Support! https://t.co/a2xkfCK3U9",hellowelcometohpiunderstandyourprinterisnotrecognizedwhenyousendaprintjobfromyourphoneorlaptopnottoworrywedbehappytohelppleasedropusadirectmessageusingthelinkandwewillgetthissortedforyouregardshpsupport,0.0,Neutral
192,"@MKBHD If I'm a senator, I'd do this too. ""Hey, CTO of HP, my printer says it's not connected to wifi when it obviously it is. What do you say to that?""",ifimasenatoriddothistooheyctoofhpmyprintersaysitsnotconnectedtowifiwhenitobviouslyitiswhatdoyousaytothat,0.0,Neutral
193,".@HP recently attempted to protect their revenue streams by implementing a #software update that would prevent some of its printers from printing if third-party ink cartridges were detected. Insights from @DashNetwork_ Principal Analyst Keith Kirkpatrick.
https://t.co/4py1v0qMNp https://t.co/X6NIa8jlmL",recentlyattemptedtoprotecttheirrevenuestreamsbyimplementingapartyinkcartridgesweredetectedinsightsfromprincipalanalystkeithkirkpatrick,0.0,Neutral
194,"Check out our new all in one HP R1000 Printer! With key features like rigid, flexible, white latex printing. This printer can print on material 64"" wide and 1.5"" thick! Contact SOULO today to get your project started.🤩 https://t.co/AsZ2QCcZs0",checkoutournewallinonehprprinterwithkeyfeatureslikerigidflexiblewhitelatexprintingthisprintercanprintonmaterialwideandthickcontactsoulotodaytogetyourprojectstarted,0.0,Neutral
195,"Cybercrime is a huge threat, especially to vulnerable printers in the #hybrid workplace. Download this @HP article about solutions that will make your hybrid print program more efficient and secure. https://t.co/SCnJUGFnyR https://t.co/zac4k0PI9H",cybercrimeisahugethreatespeciallytovulnerableprintersinthe,0.0,Neutral
196,HP OfficeJet Pro 8025e Wireless Color All-in-One Printer with bonus 6 free months Instant Ink with HP+ (1K7K3A) https://t.co/qjGbvHSlG8,hpofficejetproewirelesscolorallinoneprinterwithbonusfreemonthsinstantinkwithhpkka,0.0,Neutral
198,"@HPSupport Complained about getting a refurbished replacement for a new printer.  Answer from HP Support: ""that is the standard option for defective printers.""",complainedaboutgettingarefurbishedreplacementforanewprinteranswerfromhpsupportthatisthestandardoptionfordefectiveprinters,0.0,Neutral
199,"To solve the issue powering off your printer and computer is recommended. Once they are both down, unplug the power from your wireless router for 60 seconds, and then plugging it back in.  Your hp envy 4500 printer offline will be resolved.",tosolvetheissuepoweringoffyourprinterandcomputerisrecommendedoncetheyarebothdownunplugthepowerfromyourwirelessrouterforsecondsandthenpluggingitbackinyourhpenvyprinterofflinewillberesolved,0.0,Neutral
200,gais ada yang tau tempat service printer yg merknya hp? luv!,gaisadayangtautempatserviceprinterygmerknyahpluv,0.0,Neutral
201,"Guys bantu rtnya yaa
Aku jual printer HP 2135
Masih bagus, minus tinta aja kering
Aku jual 400rb nego ya.
#zonauang #zonabu",guysbanturtnyayaaakujualprinterhpmasihbagusminustintaajakeringakujualrbnegoya,0.0,Neutral
202,@ebeth360 I gave up on printing photos with my ancient inkjet... just too expensive. For documents I have a now 10ish year old HP 1102 that you can use refurbed cartridges with. Newer printers won't let you use refurbed ones.,igaveuponprintingphotoswithmyancientinkjetjusttooexpensivefordocumentsihaveanowishyearoldhpthatyoucanuserefurbedcartridgeswithnewerprinterswontletyouuserefurbedones,0.0,Neutral
203,@tanyakanrl Mo nanya hp sender samsung tapi sering ceket + kdg ngefreze. Cara biar gk gitu lagi gimana ada tipsnya kah ? Tapi selain instal ulang,monanyahpsendersamsungtapiseringceketkdgngefrezecarabiargkgitulagigimanaadatipsnyakahtapiselaininstalulang,0.0,Neutral
204,@ebeth360 I miss the HP printer I had three printers ago. The HP we replaced it with wasn't nearly as user friendly &amp;  the Canon we have now has some nice features but I still don't like it as much.,imissthehpprinterihadthreeprintersagothehpwereplaceditwithwasntnearlyasuserfriendlyampthecanonwehavenowhassomenicefeaturesbutistilldontlikeitasmuch,0.0,Neutral
205,"@_sysengineer I love this, nice work! :)

I tried to tell it about how HP LaserJet 4-series printers could throw this up when applications are requesting a different paper size for a print job when that paper size is not currently loaded.

I should've asked it why I still had a LJ4... https://t.co/FadVoQ3saG",itriedtotellitabouthowhplaserjetseriesprinterscouldthrowthisupwhenapplicationsarerequestingadifferentpapersizeforaprintjobwhenthatpapersizeisnotcurrentlyloadedishouldveaskeditwhyistillhadalj,0.0,Neutral
206,@HPIndia Yes I know I have reached HP because I have issue with HP printer and when I raised issue HP time assigned it to some random company.,yesiknowihavereachedhpbecauseihaveissuewithhpprinterandwheniraisedissuehptimeassignedittosomerandomcompany,0.0,Neutral
207,@QcWynter @CageFooName I’ve used @hp printers for the last 25 years but have lost patience with my current one. I was going to buy a new HP but I think I’ll have a look for an alternative now.,’veusedprintersforthelastyearsbuthavelostpatiencewithmycurrentoneiwasgoingtobuyanewhpbutithinki’llhavealookforanalternativenow,0.0,Neutral
